번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명
1674,대규모점포,08_25_01_P,5020000,2.0005E+18,19371224,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 구룡포읍 구룡포리 호,,,구룡포시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1675,대규모점포,08_25_01_P,5020000,2.0005E+18,19650201,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 흥해읍 성내리 호,,,흥해시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1676,대규모점포,08_25_01_P,5020000,2.0005E+18,19300410,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 흥해읍 성내리 호,,,오천시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1677,대규모점포,08_25_01_P,5020000,2.0005E+18,19650201,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 신광면 토성리 호,,,신광시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1678,대규모점포,08_25_01_P,5020000,2.0005E+18,19650201,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 청하면 미남리 호,,,청하시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1679,대규모점포,08_25_01_P,5020000,2.0005E+18,19240303,,1,영업/정상,1,정상영업,,,,,54,,,경상북도 포항시북구 송라면 광천리 호,,,송라시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1680,대규모점포,08_25_01_P,5020000,2.0005E+18,19230401,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 송라면 광천리 호,,,기계시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1681,대규모점포,08_25_01_P,5020000,2.0005E+18,19150730,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 동해면 도구리 호,,,포항시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1682,대규모점포,08_25_01_P,5020000,2.0005E+18,19191001,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 동해면 도구리 호,,,죽장시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1683,대규모점포,08_25_01_P,5020000,2.0005E+18,19141215,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 동해면 도구리 호,,,장기시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1684,대규모점포,08_25_01_P,5020000,2.0005E+18,19581217,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 동해면 도구리 호,,,기북시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1685,대규모점포,08_25_01_P,5020000,2.0005E+18,19711102,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,죽도시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1686,대규모점포,08_25_01_P,5020000,2.0005E+18,19950421,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,신단지구매시설,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1687,대규모점포,08_25_01_P,5020000,2.0005E+18,19960302,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,지곡프라자.,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1688,대규모점포,08_25_01_P,5020000,2.0005E+18,19940228,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,(주)아남유통,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1689,대규모점포,08_25_01_P,5020000,2.0005E+18,19960906,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,그린종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1690,대규모점포,08_25_01_P,5020000,2.0005E+18,19801120,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,동해종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1691,대규모점포,08_25_01_P,5020000,2.0005E+18,19810729,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,양학시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1692,대규모점포,08_25_01_P,5020000,2.0005E+18,19821216,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,송도시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1693,대규모점포,08_25_01_P,5020000,2.0005E+18,19850801,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 청림동 588-2호,,,청림시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1694,대규모점포,08_25_01_P,5020000,2.0005E+18,19860527,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 2-4호,,,상대종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1695,대규모점포,08_25_01_P,5020000,2.0005E+18,19860825,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 죽도동 625-15호,,,중앙종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1696,대규모점포,08_25_01_P,5020000,2.0005E+18,19861006,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 장성동 866-301호,,,장성종합시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1697,대규모점포,08_25_01_P,5020000,2.0005E+18,19861219,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 환호동 377-5호,,,환호시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1698,대규모점포,08_25_01_P,5020000,2.0005E+18,19871013,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 상도동 629호,경상북도 포항시 남구 상공로 43 (상도동),,남부시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,412355.4499,281705.6804,
1699,대규모점포,08_25_01_P,5020000,2.0005E+18,19871203,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 장성동 866-302호,,,장량시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1700,대규모점포,08_25_01_P,5020000,2.0005E+18,19880610,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 용흥동 142-1호,,,서부시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1701,대규모점포,08_25_01_P,5020000,2.0005E+18,19900113,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시남구 대도동 143-1호,,,해도5시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,,,
1702,대규모점포,08_25_01_P,5020000,2.0005E+18,19911216,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시북구 용흥동 366호,,,용흥시장,2.00706E+13,I,59:59.0,그 밖의 대규모점포,411963.5927,285048.2969,
1703,대규모점포,08_25_01_P,5020000,2.0005E+18,20001110,,1,영업/정상,1,정상영업,,,,,054 230 1000,24902.88,791710,경상북도 포항시북구 학산동 127번지 9호 롯데백화점,경상북도 포항시 북구 학산로 62 (학산동),791710,롯데백화점 포항점,2.02205E+13,U,40:00.0,백화점,413457.3398,285842.6486,대규모점포
1704,대규모점포,08_25_01_P,3930000,2.00239E+18,20020724,,1,영업/정상,1,정상영업,,,,,031-445-2080,15909.39,,경기도 안산시 단원구 고잔동 707번지 2호 삼성홈플러스,"경기도 안산시 단원구 광덕대로 175, 삼성홈플러스 (고잔동)",15471,홈플러스(주),2.01912E+13,I,23:26.0,대형마트,184766.0708,423338.2237,대규모점포
1705,대규모점포,08_25_01_P,5350000,2.01954E+18,20191031,,1,영업/정상,1,정상영업,,,,,055-323-0085,5713.83,,경상남도 김해시 삼방동 175번지 홈플러스,경상남도 김해시 활천로267번길 31 (삼방동),50818,일등마트,2.02106E+13,U,40:00.0,대형마트,373601.1425,195717.2338,대규모점포
1706,대규모점포,08_25_01_P,3180000,2.02032E+18,20200102,,1,영업/정상,1,정상영업,,,,,02-2090-6133,84573.34,,서울특별시 영등포구 여의도동 22번지,서울특별시 영등포구 여의대로 108 (여의도동),7335,THE HYUNDAI SEOUL,2.02012E+13,U,40:00.0,백화점,193592.0004,447092.6294,대규모점포
1707,대규모점포,08_25_01_P,3520000,2.02035E+18,20200226,,1,영업/정상,1,정상영업,,,,,032-810-2525,0,,인천광역시 연수구 청학동 502번지 4호 롯데마트 연수점,"인천광역시 연수구 청능대로 87, 롯데마트 연수점 (청학동)",21926,롯데쇼핑(주) 롯데마트 연수점,2.02002E+13,I,23:23.0,그 밖의 대규모점포,171173.8851,434824.6286,대규모점포
1708,대규모점포,08_25_01_P,5120000,2.02051E+18,20200220,,1,영업/정상,1,정상영업,,,,,054-555-6103,473.48,,경상북도 문경시 점촌동 195번지 9호,경상북도 문경시 중앙시장길 25 (점촌동),36954,노브랜드 문경중앙시장점,2.02109E+13,U,40:00.0,그 밖의 대규모점포,307050.2148,344344.7929,준대규모점포
1709,대규모점포,08_25_01_P,4390000,2.02044E+18,20200214,,1,영업/정상,1,정상영업,,,,,,6668,,충청북도 충주시 대소원면 완오리 1198번지 (주)홈마트,"충청북도 충주시 대소원면 기업도시로 26, (주)홈마트",27465,(주)홈마트,2.02004E+13,U,40:00.0,대형마트,274265.6356,389179.7072,대규모점포
1710,대규모점포,08_25_01_P,4710000,2.02047E+18,20200110,,1,영업/정상,1,정상영업,,,,,031-8060-0700,16904.53,,전라북도 김제시 용지면 부교리 57번지 22호,전라북도 김제시 용지면 콩쥐팥쥐로 855,54334,모다아울렛,2.02105E+13,U,40:00.0,쇼핑센터,199278.3792,257455.4634,대규모점포
1711,대규모점포,08_25_01_P,5330000,2.02053E+18,20190208,,1,영업/정상,1,정상영업,,,,,055-643-7432,413.22,,경상남도 통영시 광도면 죽림리 1575번지 7호 1층,"경상남도 통영시 광도면 죽림2로 49-27, 알파문구",53019,노브랜드 통영광도점,2.02002E+13,I,23:23.0,구분없음,329571.0367,154541.5955,준대규모점포
1712,대규모점포,08_25_01_P,3230000,2.02032E+18,20200129,,1,영업/정상,1,정상영업,,,,20200206,02-,199.1,,서울특별시 송파구 삼전동 9번지 제이 플레이스,"서울특별시 송파구 백제고분로 207 (삼전동, 제이 플레이스)",5605,홈플러스 익스프레스 삼전역점,2.02106E+13,U,40:00.0,구분없음,207875.5963,444672.586,준대규모점포
1713,대규모점포,08_25_01_P,4180000,2.02042E+18,20200305,,1,영업/정상,1,정상영업,,,,,033-252-3000,3493.65,,강원도 춘천시 퇴계동 381번지 1호 롯데슈퍼,"강원도 춘천시 영서로 2195, 롯데슈퍼 (퇴계동)",24445,롯데슈퍼 춘천점,2.02003E+13,I,23:22.0,대형마트,264048.3889,484444.2906,준대규모점포
1714,대규모점포,08_25_01_P,3180000,2.02132E+18,20211228,,1,영업/정상,1,정상영업,,,,,02-2006-2676,561.4,,서울특별시 영등포구 신길동 4902-6,"서울특별시 영등포구 신길로 162, 1층 일부 (신길동)",7362,GS THE FRESH 신길사러가점,2.02204E+13,U,40:00.0,구분없음,192108.9259,444944.1538,준대규모점포
1715,대규모점포,08_25_01_P,5340000,2.02253E+18,20220510,,1,영업/정상,1,정상영업,,,,,055-835-8062,693,,경상남도 사천시 벌리동 270-3 롯데슈퍼,"경상남도 사천시 주공로 41, 롯데슈퍼 (벌리동)",52551,롯데슈핑(주)롯데슈퍼 삼천포점,2.02205E+13,U,40:00.0,그 밖의 대규모점포,299165.4389,160901.7173,준대규모점포
1716,대규모점포,08_25_01_P,3500000,2.01035E+18,20100705,,1,영업/정상,1,정상영업,,,,,,0,,인천광역시 동구 송현동 66-26 동부센트레빌 상가,"인천광역시 동구 화수로 18, 동부센트레빌 상가 (송현동)",22522,홈플러스 익스프레스 송현점,2.02205E+13,U,40:00.0,그 밖의 대규모점포,167677.5837,442293.7002,준대규모점포
1717,대규모점포,08_25_01_P,3120000,2.02131E+18,20211220,,1,영업/정상,1,정상영업,,,,,02-373-5601,0,,서울특별시 서대문구 홍은동 400-12,서울특별시 서대문구 가좌로 99(홍은동),3675,롯데프레시 홍은점,2.02204E+13,U,40:00.0,구분없음,193440.5499,453256.426,준대규모점포
1718,대규모점포,08_25_01_P,3120000,2.02131E+18,20211220,,1,영업/정상,1,정상영업,,20220317,20221231,,02-391-5601,484.6,,서울특별시 서대문구 홍제동 158-33 연세24시사우나,"서울특별시 서대문구 통일로 413, 연세24시사우나 (홍제동)",3646,롯데슈퍼 홍제점,2.02204E+13,U,40:00.0,구분없음,195196.6937,453764.7063,준대규모점포
1719,대규모점포,08_25_01_P,3120000,2.02131E+18,20211220,,1,영업/정상,1,정상영업,,,,,02-338-5601,357,,서울특별시 서대문구 창천동 506-20 아륭빌딩,"서울특별시 서대문구 신촌로 13, 아륭빌딩 (창천동)",3785,롯데슈퍼 창천점,2.02204E+13,U,40:00.0,구분없음,193624.0149,450696.745,준대규모점포
1720,대규모점포,08_25_01_P,3500000,2.00735E+18,20070725,,1,영업/정상,1,정상영업,,,,,032-761-2667,12237,,인천광역시 동구 송림동 50-1,인천광역시 동구 송림로109번길 21(송림동),22544,현대시장상인회,2.02112E+13,I,22:42.0,시장,168630.5113,441758.0508,대규모점포
1721,대규모점포,08_25_01_P,3910000,2.02139E+18,20211214,,1,영업/정상,1,정상영업,,,,,316601000,29652,,경기도 평택시 장당동 154-2,경기도 평택시 경기대로 945(장당동),17787,평택프리미엄아울렛,2.02201E+13,U,40:00.0,전문점,206075.0552,392461.0553,대규모점포
1722,대규모점포,08_25_01_P,3970000,2.0224E+18,20220106,,1,영업/정상,1,정상영업,,,,,22062678,370.2,,경기도 과천시 별양동 52,"경기도 과천시 별양로 142, 131~144호 (별양동)",13833,GS THE FRESH 과천자이점,2.02201E+13,I,22:40.0,그 밖의 대규모점포,199812.1286,436237.6508,준대규모점포
1723,대규모점포,08_25_01_P,3600000,2.00036E+18,20000904,,1,영업/정상,1,정상영업,,,,,6206022520,14073,,광주광역시 서구 치평동 1239호,"광주광역시 서구 시청로 40 (치평동, 롯데마트 상무점)",502827,롯데쇼핑(주)롯데마트맥스 상무점,2.02204E+13,U,40:00.0,대형마트,186476.0109,183702.2929,대규모점포
1724,대규모점포,08_25_01_P,3600000,1.97336E+18,19731129,,1,영업/정상,1,정상영업,,,,,062 3630815,,,광주광역시 서구 양동 5번지 101 호,,,양동시장,2.00707E+13,I,59:59.0,그 밖의 대규모점포,,,
1725,대규모점포,08_25_01_P,3600000,1.97536E+18,19750124,,1,영업/정상,1,정상영업,,,,,,,,광주광역시 서구 양동 441호,광주광역시 서구 천변좌로 226 (양동),,복개상가,2.00707E+13,I,59:59.0,그 밖의 대규모점포,191326.5343,183689.6002,
1726,대규모점포,08_25_01_P,3600000,2.00336E+18,20030811,,1,영업/정상,1,정상영업,,,,,062 370 9000,20461.51,502270,광주광역시 서구 치평동 1326번지,"광주광역시 서구 상무대로 773 (치평동, 지하관리사무소)",502727,주식회사 광주 세정아울렛,2.01606E+13,I,59:59.0,쇼핑센터,186012.4721,183075.3548,대규모점포
1727,대규모점포,08_25_01_P,3600000,2.00636E+18,20060323,,1,영업/정상,1,정상영업,,,,,062 360 1042,26906,,광주광역시 서구 광천동 49번지 1   호,"광주광역시 서구 무진대로 932 (광천동, 외1필지)",502712,(주)광주신세계,2.01604E+13,I,59:59.0,백화점,189004.9682,184579.5536,대규모점포
1728,대규모점포,08_25_01_P,3600000,2.00136E+18,20010724,,1,영업/정상,1,정상영업,,,,,062 610 1050,15306,,광주광역시 서구 치평동 1208번지 5호,광주광역시 서구 운천로 263 (치평동),,신세계이마트상무점,2.01004E+13,I,59:59.0,대형마트,186638.7949,184073.9332,
1729,대규모점포,08_25_01_P,3600000,2.00336E+18,20030811,,1,영업/정상,1,정상영업,,,,,062-370-9000,20462,502270,광주광역시 서구 치평동 1326번지,광주광역시 서구 상무대로 773 (치평동),,주식회사 광주세정아울렛,2.01606E+13,I,59:59.0,쇼핑센터,186012.4721,183075.3548,대규모점포
1730,대규모점포,08_25_01_P,3600000,2.00636E+18,20060323,,1,영업/정상,1,정상영업,,,,,360-1042,13309,,광주광역시 서구 화정동 12번지 13호,"광주광역시 서구 죽봉대로 61 (화정동, 광주 이마트)",61937,(주)광주신세계이마트,2.01604E+13,I,59:59.0,대형마트,189175.0742,184413.5627,대규모점포
1731,대규모점포,08_25_01_P,3600000,2.00636E+18,20060323,,1,영업/정상,1,정상영업,,,,,360-1042,0,,,"광주광역시 서구 무진대로 932 (광천동, 신세계백화점)",61937,(주)광주신세계,2.01604E+13,I,59:59.0,백화점,189004.9682,184579.5536,대규모점포
1732,대규모점포,08_25_01_P,3600000,2.00636E+18,20060323,,1,영업/정상,1,정상영업,,,,,623601042,26906,,광주광역시 서구 광천동 49번지 1호 신세계백화점,"광주광역시 서구 무진대로 932, 신세계백화점 (광천동)",61937,(주)광주신세계,2.02005E+13,U,40:00.0,백화점,189004.9682,184579.5536,대규모점포
1733,대규모점포,08_25_01_P,3600000,2.00636E+18,20060627,,1,영업/정상,1,정상영업,,,,,623601042,13309,,광주광역시 서구 화정동 12번지 13호 광주 이마트,"광주광역시 서구 죽봉대로 61, 광주 이마트 (화정동)",61937,이마트 광주점,2.02005E+13,U,40:00.0,대형마트,189175.0742,184413.5627,대규모점포
1734,대규모점포,08_25_01_P,3600000,2.00636E+18,20060627,,1,영업/정상,1,정상영업,,,,,062 360 1042,13309,,광주광역시 서구 화정동 12번지 13 호,광주광역시 서구 죽봉대로 61 (화정동),502834,(주)광주신세계이마트,2.01604E+13,I,59:59.0,대형마트,189175.0742,184413.5627,대규모점포
